確定病名,發病日,縣市,鄉鎮,性別,是否為境外移入,年齡層,死亡病例數,縣市別代碼,鄉鎮別代碼
19CoV,2022-06-13,台南市,下營區,F,0,70+,3,67000,67000080
19CoV,2022-06-13,台南市,下營區,M,0,70+,1,67000,67000080
19CoV,2022-06-13,桃園市,中壢區,M,0,65~69,1,68000,68000020
19CoV,2022-06-13,桃園市,中壢區,F,0,70+,1,68000,68000020
19CoV,2022-06-13,桃園市,中壢區,M,0,70+,2,68000,68000020
19CoV,2022-06-13,台南市,中西區,F,0,70+,1,67000,67000370
19CoV,2022-06-13,基隆市,仁愛區,F,0,70+,1,10017,10017040
19CoV,2022-06-13,高雄市,仁武區,M,0,70+,1,64000,64000170
19CoV,2022-06-13,屏東縣,來義鄉,F,0,60~64,1,10013,10013300
19CoV,2022-06-13,台北市,信義區,F,0,70+,2,63000,63000020
19CoV,2022-06-13,基隆市,信義區,M,0,70+,1,10017,10017070
19CoV,2022-06-13,花蓮縣,光復鄉,M,0,60~64,1,10015,10015070
19CoV,2022-06-13,台北市,內湖區,F,0,70+,1,63000,63000100
19CoV,2022-06-13,新北市,八里區,F,0,70+,1,65000,65000230
19CoV,2022-06-13,高雄市,前鎮區,M,0,70+,1,64000,64000090
19CoV,2022-06-13,台南市,北區,M,0,65~69,1,67000,67000340
19CoV,2022-06-13,台中市,北區,F,0,70+,1,66000,66000050
19CoV,2022-06-13,台中市,北區,M,0,70+,1,66000,66000050
19CoV,2022-06-13,台中市,北屯區,F,0,70+,1,66000,66000080
19CoV,2022-06-13,台中市,北屯區,M,0,70+,1,66000,66000080
19CoV,2022-06-13,雲林縣,北港鎮,M,0,55~59,1,10009,10009060
19CoV,2022-06-13,台中市,南區,M,0,60~64,1,66000,66000030
19CoV,2022-06-13,台南市,南區,F,0,70+,1,67000,67000330
19CoV,2022-06-13,南投縣,南投市,F,0,70+,1,10008,10008010
19CoV,2022-06-13,南投縣,南投市,M,0,70+,1,10008,10008010
19CoV,2022-06-13,雲林縣,口湖鄉,M,0,70+,1,10009,10009190
19CoV,2022-06-13,雲林縣,古坑鄉,F,0,60~64,1,10009,10009070
19CoV,2022-06-13,雲林縣,古坑鄉,F,0,70+,1,10009,10009070
19CoV,2022-06-13,台東縣,台東市,M,0,70+,1,10014,10014010
19CoV,2022-06-13,彰化縣,和美鎮,M,0,70+,1,10007,10007030
19CoV,2022-06-13,宜蘭縣,員山鄉,M,0,70+,1,10002,10002070
19CoV,2022-06-13,南投縣,國姓鄉,M,0,50~54,1,10008,10008100
19CoV,2022-06-13,新北市,土城區,M,0,50~54,1,65000,65000130
19CoV,2022-06-13,新北市,土城區,M,0,55~59,1,65000,65000130
19CoV,2022-06-13,新北市,土城區,F,0,70+,1,65000,65000130
19CoV,2022-06-13,新北市,土城區,M,0,70+,2,65000,65000130
19CoV,2022-06-13,雲林縣,土庫鎮,F,0,70+,1,10009,10009050
19CoV,2022-06-13,花蓮縣,壽豐鄉,M,0,60~64,1,10015,10015060
19CoV,2022-06-13,台北市,大安區,F,0,70+,2,63000,63000030
19CoV,2022-06-13,高雄市,大寮區,F,0,70+,1,64000,64000140
19CoV,2022-06-13,彰化縣,大村鄉,M,0,70+,1,10007,10007130
19CoV,2022-06-13,高雄市,大樹區,F,0,70+,1,64000,64000150
19CoV,2022-06-13,台中市,大甲區,M,0,65~69,1,66000,66000110
19CoV,2022-06-13,台中市,大肚區,M,0,70+,2,66000,66000240
19CoV,2022-06-13,台中市,大里區,M,0,65~69,1,66000,66000280
19CoV,2022-06-13,台中市,大里區,M,0,70+,2,66000,66000280
19CoV,2022-06-13,台中市,太平區,F,0,70+,2,66000,66000270
19CoV,2022-06-13,台中市,太平區,M,0,70+,2,66000,66000270
19CoV,2022-06-13,台南市,安南區,M,0,30~34,1,67000,67000350
19CoV,2022-06-13,台南市,安南區,F,0,70+,1,67000,67000350
19CoV,2022-06-13,台南市,安平區,M,0,50~54,1,67000,67000360
19CoV,2022-06-13,基隆市,安樂區,M,0,70+,1,10017,10017060
19CoV,2022-06-13,屏東縣,屏東市,M,0,70+,1,10013,10013010
19CoV,2022-06-13,屏東縣,崁頂鄉,F,0,70+,1,10013,10013180
19CoV,2022-06-13,屏東縣,崁頂鄉,M,0,70+,1,10013,10013180
19CoV,2022-06-13,高雄市,左營區,M,0,20~24,1,64000,64000030
19CoV,2022-06-13,桃園市,平鎮區,M,0,60~64,1,68000,68000100
19CoV,2022-06-13,桃園市,平鎮區,F,0,70+,1,68000,68000100
19CoV,2022-06-13,彰化縣,彰化市,F,0,70+,2,10007,10007010
19CoV,2022-06-13,彰化縣,彰化市,M,0,70+,2,10007,10007010
19CoV,2022-06-13,屏東縣,恆春鎮,F,0,70+,1,10013,10013040
19CoV,2022-06-13,雲林縣,斗六市,F,0,35~39,1,10009,10009010
19CoV,2022-06-13,雲林縣,斗六市,F,0,70+,1,10009,10009010
19CoV,2022-06-13,雲林縣,斗六市,M,0,70+,1,10009,10009010
19CoV,2022-06-13,屏東縣,新園鄉,F,0,70+,1,10013,10013170
19CoV,2022-06-13,新竹縣,新埔鎮,M,0,70+,1,10004,10004030
19CoV,2022-06-13,屏東縣,新埤鄉,M,0,70+,1,10013,10013150
19CoV,2022-06-13,桃園市,新屋區,M,0,50~54,1,68000,68000110
19CoV,2022-06-13,桃園市,新屋區,M,0,70+,1,68000,68000110
19CoV,2022-06-13,新北市,新店區,M,0,70+,1,65000,65000060
19CoV,2022-06-13,高雄市,新興區,M,0,70+,1,64000,64000060
19CoV,2022-06-13,新北市,新莊區,F,0,70+,1,65000,65000050
19CoV,2022-06-13,新北市,新莊區,M,0,70+,1,65000,65000050
19CoV,2022-06-13,嘉義市,東區,M,0,70+,1,10020,10020010
19CoV,2022-06-13,台中市,東勢區,M,0,55~59,1,66000,66000100
19CoV,2022-06-13,嘉義縣,東石鄉,M,0,70+,1,10010,10010090
19CoV,2022-06-13,台北市,松山區,M,0,70+,2,63000,63000010
19CoV,2022-06-13,新北市,板橋區,F,0,65~69,1,65000,65000010
19CoV,2022-06-13,新北市,板橋區,F,0,70+,3,65000,65000010
19CoV,2022-06-13,台南市,柳營區,M,0,70+,1,67000,67000040
19CoV,2022-06-13,桃園市,桃園區,M,0,70+,1,68000,68000010
19CoV,2022-06-13,桃園市,楊梅區,M,0,70+,1,68000,68000040
19CoV,2022-06-13,高雄市,楠梓區,F,0,70+,1,64000,64000040
19CoV,2022-06-13,新北市,樹林區,M,0,70+,1,65000,65000070
19CoV,2022-06-13,新竹縣,橫山鄉,M,0,70+,1,10004,10004080
19CoV,2022-06-13,台南市,歸仁區,M,0,70+,1,67000,67000280
19CoV,2022-06-13,台南市,永康區,F,0,70+,1,67000,67000310
19CoV,2022-06-13,彰化縣,永靖鄉,F,0,70+,1,10007,10007160
19CoV,2022-06-13,新北市,泰山區,F,0,15~19,1,65000,65000160
19CoV,2022-06-13,新北市,泰山區,M,0,70+,1,65000,65000160
19CoV,2022-06-13,新北市,淡水區,M,0,65~69,2,65000,65000100
19CoV,2022-06-13,台中市,清水區,F,0,70+,1,66000,66000120
19CoV,2022-06-13,台中市,清水區,M,0,70+,1,66000,66000120
19CoV,2022-06-13,高雄市,湖內區,M,0,70+,1,64000,64000250
19CoV,2022-06-13,彰化縣,溪湖鎮,M,0,45~49,1,10007,10007110
19CoV,2022-06-13,台中市,潭子區,F,0,70+,1,66000,66000170
19CoV,2022-06-13,屏東縣,潮州鎮,M,0,45~49,1,10013,10013020
19CoV,2022-06-13,屏東縣,潮州鎮,M,0,70+,1,10013,10013020
19CoV,2022-06-13,台中市,烏日區,F,0,70+,3,66000,66000230
19CoV,2022-06-13,高雄市,燕巢區,M,0,70+,1,64000,64000210
19CoV,2022-06-13,新北市,石碇區,M,0,40~44,1,65000,65000190
19CoV,2022-06-13,彰化縣,社頭鄉,M,0,45~49,1,10007,10007170
19CoV,2022-06-13,台中市,神岡區,F,0,70+,1,66000,66000160
19CoV,2022-06-13,南投縣,竹山鎮,M,0,70+,1,10008,10008040
19CoV,2022-06-13,新竹縣,竹東鎮,M,0,70+,2,10004,10004020
19CoV,2022-06-13,宜蘭縣,羅東鎮,M,0,70+,2,10002,10002020
19CoV,2022-06-13,彰化縣,芬園鄉,M,0,70+,1,10007,10007090
19CoV,2022-06-13,彰化縣,花壇鄉,F,0,60~64,1,10007,10007080
19CoV,2022-06-13,花蓮縣,花蓮市,M,0,70+,1,10015,10015010
19CoV,2022-06-13,苗栗縣,苑裡鎮,M,0,40~44,1,10005,10005020
19CoV,2022-06-13,南投縣,草屯鎮,M,0,60~64,1,10008,10008030
19CoV,2022-06-13,南投縣,草屯鎮,F,0,70+,1,10008,10008030
19CoV,2022-06-13,台北市,萬華區,F,0,70+,1,63000,63000070
19CoV,2022-06-13,台北市,萬華區,F,0,70+,1,63000,63000071
19CoV,2022-06-13,台北市,萬華區,F,0,70+,1,63000,63000072
19CoV,2022-06-13,新北市,蘆洲區,M,0,65~69,1,65000,65000140
19CoV,2022-06-13,新北市,蘆洲區,F,0,70+,1,65000,65000140
19CoV,2022-06-13,桃園市,蘆竹區,M,0,70+,1,68000,68000050
19CoV,2022-06-13,宜蘭縣,蘇澳鎮,M,0,70+,4,10002,10002030
19CoV,2022-06-13,雲林縣,虎尾鎮,F,0,70+,1,10009,10009030
19CoV,2022-06-13,雲林縣,虎尾鎮,M,0,70+,1,10009,10009030
19CoV,2022-06-13,嘉義市,西區,M,0,65~69,1,10020,10020020
19CoV,2022-06-13,台中市,西區,M,0,65~69,1,66000,66000040
19CoV,2022-06-13,嘉義市,西區,F,0,70+,1,10020,10020020
19CoV,2022-06-13,嘉義市,西區,M,0,70+,2,10020,10020020
19CoV,2022-06-13,台中市,西區,M,0,70+,1,66000,66000040
19CoV,2022-06-13,台中市,西屯區,F,0,70+,1,66000,66000060
19CoV,2022-06-13,台中市,西屯區,M,0,70+,1,66000,66000060
19CoV,2022-06-13,桃園市,觀音區,M,0,70+,1,68000,68000120
19CoV,2022-06-13,台中市,豐原區,F,0,70+,1,66000,66000090
19CoV,2022-06-13,台中市,豐原區,M,0,70+,1,66000,66000090
19CoV,2022-06-13,高雄市,路竹區,M,0,70+,1,64000,64000240
19CoV,2022-06-13,高雄市,阿蓮區,F,0,40~44,1,64000,64000230
19CoV,2022-06-13,新北市,雙溪區,M,0,55~59,1,65000,65000250
19CoV,2022-06-13,高雄市,鳳山區,F,0,70+,1,64000,64000120
19CoV,2022-06-13,高雄市,鳳山區,M,0,70+,2,64000,64000120
19CoV,2022-06-13,新北市,鶯歌區,F,0,70+,2,65000,65000080
19CoV,2022-06-13,屏東縣,鹽埔鄉,F,0,70+,1,10013,10013100
19CoV,2022-06-13,台南市,鹽水區,F,0,70+,1,67000,67000020
19CoV,2022-06-13,彰化縣,鹿港鎮,M,0,45~49,1,10007,10007020
19CoV,2022-06-13,嘉義縣,鹿草鄉,F,0,65~69,1,10010,10010110
19CoV,2022-06-13,屏東縣,麟洛鄉,M,0,70+,1,10013,10013070
19CoV,2022-06-13,雲林縣,麥寮鄉,M,0,70+,1,10009,10009130
19CoV,2022-06-13,高雄市,鼓山區,M,0,70+,1,64000,64000020
19CoV,2022-06-13,桃園市,龍潭區,F,0,65~69,1,68000,68000090
19CoV,2022-06-13,桃園市,龜山區,M,0,60~64,1,68000,68000070
19CoV,2022-06-14,基隆市,七堵區,M,0,70+,1,10017,10017020
19CoV,2022-06-14,屏東縣,三地門鄉,M,0,35~39,1,10013,10013260
19CoV,2022-06-14,新北市,三峽區,M,0,65~69,1,65000,65000090
19CoV,2022-06-14,宜蘭縣,三星鄉,M,0,70+,1,10002,10002100
19CoV,2022-06-14,高雄市,三民區,F,0,70+,2,64000,64000050
19CoV,2022-06-14,高雄市,三民區,F,0,70+,2,64000,64000051
19CoV,2022-06-14,高雄市,三民區,F,0,70+,2,64000,64000052
19CoV,2022-06-14,高雄市,三民區,M,0,70+,2,64000,64000052
19CoV,2022-06-14,高雄市,三民區,M,0,70+,2,64000,64000050
19CoV,2022-06-14,高雄市,三民區,M,0,70+,2,64000,64000051
19CoV,2022-06-14,新北市,三重區,M,0,70+,1,65000,65000020
19CoV,2022-06-14,台南市,下營區,F,0,65~69,1,67000,67000080
19CoV,2022-06-14,台南市,下營區,F,0,70+,1,67000,67000080
19CoV,2022-06-14,新北市,中和區,F,0,70+,3,65000,65000030
19CoV,2022-06-14,新北市,中和區,M,0,70+,2,65000,65000030
19CoV,2022-06-14,桃園市,中壢區,F,0,70+,1,68000,68000020
19CoV,2022-06-14,基隆市,中山區,M,0,70+,1,10017,10017050
19CoV,2022-06-14,台北市,中正區,M,0,70+,1,63000,63000050
19CoV,2022-06-14,台南市,中西區,M,0,70+,1,67000,67000370
19CoV,2022-06-14,屏東縣,九如鄉,M,0,70+,1,10013,10013080
19CoV,2022-06-14,雲林縣,二崙鄉,F,0,70+,1,10009,10009110
19CoV,2022-06-14,雲林縣,二崙鄉,M,0,70+,1,10009,10009110
19CoV,2022-06-14,彰化縣,二水鄉,M,0,60~64,1,10007,10007180
19CoV,2022-06-14,新北市,五股區,M,0,65~69,1,65000,65000150
19CoV,2022-06-14,台南市,仁德區,M,0,70+,1,67000,67000270
19CoV,2022-06-14,台北市,信義區,M,0,70+,1,63000,63000020
19CoV,2022-06-14,南投縣,信義鄉,F,0,50~54,1,10008,10008120
19CoV,2022-06-14,屏東縣,內埔鄉,M,0,70+,1,10013,10013130
19CoV,2022-06-14,台北市,內湖區,F,0,70+,1,63000,63000100
19CoV,2022-06-14,桃園市,八德區,F,0,60~64,1,68000,68000080
19CoV,2022-06-14,台南市,六甲區,F,0,70+,1,67000,67000090
19CoV,2022-06-14,宜蘭縣,冬山鄉,M,0,70+,1,10002,10002080
19CoV,2022-06-14,高雄市,前金區,M,0,55~59,1,64000,64000070
19CoV,2022-06-14,高雄市,前鎮區,F,0,65~69,1,64000,64000090
19CoV,2022-06-14,高雄市,前鎮區,F,0,70+,1,64000,64000090
19CoV,2022-06-14,台中市,北區,M,0,65~69,1,66000,66000050
19CoV,2022-06-14,新竹市,北區,F,0,70+,1,10018,10018020
19CoV,2022-06-14,台南市,北區,F,0,70+,1,67000,67000340
19CoV,2022-06-14,台中市,北區,M,0,70+,1,66000,66000050
19CoV,2022-06-14,台中市,北屯區,M,0,70+,3,66000,66000080
19CoV,2022-06-14,台北市,北投區,F,0,70+,1,63000,63000120
19CoV,2022-06-14,台北市,北投區,M,0,70+,1,63000,63000120
19CoV,2022-06-14,台南市,南區,F,0,70+,1,67000,67000330
19CoV,2022-06-14,台南市,南區,M,0,70+,1,67000,67000330
19CoV,2022-06-14,南投縣,南投市,M,0,70+,1,10008,10008010
19CoV,2022-06-14,雲林縣,古坑鄉,F,0,70+,1,10009,10009070
19CoV,2022-06-14,南投縣,名間鄉,M,0,70+,1,10008,10008060
19CoV,2022-06-14,彰化縣,和美鎮,M,0,70+,1,10007,10007030
19CoV,2022-06-14,彰化縣,員林市,M,0,65~69,1,10007,10007100
19CoV,2022-06-14,新北市,土城區,F,0,70+,1,65000,65000130
19CoV,2022-06-14,彰化縣,埔心鄉,F,0,70+,1,10007,10007150
19CoV,2022-06-14,彰化縣,埤頭鄉,F,0,70+,1,10007,10007220
19CoV,2022-06-14,台北市,大同區,M,0,70+,1,63000,63000060
19CoV,2022-06-14,雲林縣,大埤鄉,M,0,70+,1,10009,10009080
19CoV,2022-06-14,台北市,大安區,F,0,70+,1,63000,63000030
19CoV,2022-06-14,台北市,大安區,M,0,70+,1,63000,63000030
19CoV,2022-06-14,高雄市,大寮區,M,0,70+,1,64000,64000140
19CoV,2022-06-14,台東縣,大武鄉,M,0,70+,1,10014,10014100
19CoV,2022-06-14,台中市,大甲區,M,0,70+,1,66000,66000110
19CoV,2022-06-14,台中市,太平區,M,0,60~64,2,66000,66000270
19CoV,2022-06-14,台中市,太平區,M,0,70+,1,66000,66000270
19CoV,2022-06-14,基隆市,安樂區,F,0,70+,1,10017,10017060
19CoV,2022-06-14,基隆市,安樂區,M,0,70+,1,10017,10017060
19CoV,2022-06-14,高雄市,小港區,M,0,70+,2,64000,64000110
19CoV,2022-06-14,高雄市,岡山區,M,0,70+,2,64000,64000190
19CoV,2022-06-14,高雄市,左營區,M,0,70+,2,64000,64000030
19CoV,2022-06-14,桃園市,平鎮區,M,0,70+,1,68000,68000100
19CoV,2022-06-14,彰化縣,彰化市,F,0,70+,1,10007,10007010
19CoV,2022-06-14,彰化縣,彰化市,M,0,70+,2,10007,10007010
19CoV,2022-06-14,屏東縣,恆春鎮,F,0,70+,1,10013,10013040
19CoV,2022-06-14,台北市,文山區,F,0,70+,1,63000,63000081
19CoV,2022-06-14,台北市,文山區,F,0,70+,1,63000,63000082
19CoV,2022-06-14,台北市,文山區,F,0,70+,1,63000,63000080
19CoV,2022-06-14,雲林縣,斗六市,F,0,70+,2,10009,10009010
19CoV,2022-06-14,雲林縣,斗六市,M,0,70+,1,10009,10009010
19CoV,2022-06-14,雲林縣,斗南鎮,F,0,70+,1,10009,10009020
19CoV,2022-06-14,台南市,新市區,F,0,70+,1,67000,67000200
19CoV,2022-06-14,新北市,新莊區,M,0,60~64,1,65000,65000050
19CoV,2022-06-14,新北市,新莊區,M,0,70+,1,65000,65000050
19CoV,2022-06-14,嘉義縣,朴子市,M,0,65~69,1,10010,10010020
19CoV,2022-06-14,新竹市,東區,F,0,0~4,1,10018,10018010
19CoV,2022-06-14,嘉義市,東區,M,0,65~69,1,10020,10020010
19CoV,2022-06-14,嘉義市,東區,F,0,70+,1,10020,10020010
19CoV,2022-06-14,台南市,東區,F,0,70+,2,67000,67000320
19CoV,2022-06-14,新竹市,東區,M,0,70+,1,10018,10018010
19CoV,2022-06-14,嘉義市,東區,M,0,70+,2,10020,10020010
19CoV,2022-06-14,台中市,東勢區,M,0,70+,1,66000,66000100
19CoV,2022-06-14,新北市,板橋區,F,0,70+,1,65000,65000010
19CoV,2022-06-14,雲林縣,林內鄉,M,0,65~69,1,10009,10009100
19CoV,2022-06-14,高雄市,林園區,M,0,70+,1,64000,64000130
19CoV,2022-06-14,屏東縣,林邊鄉,M,0,70+,1,10013,10013190
19CoV,2022-06-14,台南市,柳營區,M,0,70+,1,67000,67000040
19CoV,2022-06-14,桃園市,桃園區,M,0,65~69,1,68000,68000010
19CoV,2022-06-14,桃園市,桃園區,M,0,70+,1,68000,68000010
19CoV,2022-06-14,嘉義縣,梅山鄉,F,0,70+,1,10010,10010150
19CoV,2022-06-14,桃園市,楊梅區,M,0,70+,1,68000,68000040
19CoV,2022-06-14,高雄市,楠梓區,F,0,65~69,1,64000,64000040
19CoV,2022-06-14,新北市,樹林區,F,0,70+,1,65000,65000070
19CoV,2022-06-14,台南市,永康區,M,0,60~64,1,67000,67000310
19CoV,2022-06-14,台南市,永康區,M,0,70+,1,67000,67000310
19CoV,2022-06-14,新北市,淡水區,F,0,70+,1,65000,65000100
19CoV,2022-06-14,新北市,淡水區,M,0,70+,2,65000,65000100
19CoV,2022-06-14,彰化縣,溪州鄉,M,0,70+,1,10007,10007260
19CoV,2022-06-14,彰化縣,溪湖鎮,M,0,70+,2,10007,10007110
19CoV,2022-06-14,屏東縣,潮州鎮,M,0,70+,1,10013,10013020
19CoV,2022-06-14,台中市,烏日區,M,0,60~64,1,66000,66000230
19CoV,2022-06-14,花蓮縣,玉里鎮,F,0,65~69,1,10015,10015030
19CoV,2022-06-14,彰化縣,田中鎮,M,0,70+,2,10007,10007120
19CoV,2022-06-14,彰化縣,田尾鄉,M,0,70+,1,10007,10007210
19CoV,2022-06-14,彰化縣,福興鄉,F,0,70+,1,10007,10007060
19CoV,2022-06-14,新竹縣,竹北市,M,0,35~39,1,10004,10004010
19CoV,2022-06-14,宜蘭縣,羅東鎮,F,0,70+,1,10002,10002020
19CoV,2022-06-14,花蓮縣,花蓮市,M,0,70+,1,10015,10015010
19CoV,2022-06-14,南投縣,草屯鎮,M,0,60~64,1,10008,10008030
19CoV,2022-06-14,台中市,西區,F,0,70+,1,66000,66000040
19CoV,2022-06-14,台中市,西屯區,M,0,70+,1,66000,66000060
19CoV,2022-06-14,台中市,豐原區,F,0,60~64,1,66000,66000090
19CoV,2022-06-14,台中市,豐原區,F,0,70+,2,66000,66000090
19CoV,2022-06-14,台中市,豐原區,M,0,70+,2,66000,66000090
19CoV,2022-06-14,苗栗縣,通霄鎮,F,0,70+,1,10005,10005030
19CoV,2022-06-14,苗栗縣,銅鑼鄉,M,0,60~64,1,10005,10005100
19CoV,2022-06-14,屏東縣,長治鄉,M,0,45~49,1,10013,10013060
19CoV,2022-06-14,新竹縣,關西鎮,M,0,70+,1,10004,10004040
19CoV,2022-06-14,台中市,霧峰區,F,0,55~59,1,66000,66000260
19CoV,2022-06-14,苗栗縣,頭份市,M,0,70+,1,10005,10005050
19CoV,2022-06-14,澎湖縣,馬公市,F,0,70+,1,10016,10016010
19CoV,2022-06-14,高雄市,鳥松區,M,0,70+,1,64000,64000180
19CoV,2022-06-14,高雄市,鳳山區,F,0,70+,2,64000,64000120
19CoV,2022-06-14,高雄市,鳳山區,M,0,70+,1,64000,64000120
19CoV,2022-06-14,高雄市,鹽埕區,M,0,70+,1,64000,64000010
19CoV,2022-06-14,台南市,鹽水區,F,0,70+,1,67000,67000020
19CoV,2022-06-14,南投縣,鹿谷鄉,F,0,70+,1,10008,10008070
19CoV,2022-06-14,高雄市,鼓山區,M,0,55~59,1,64000,64000020
19CoV,2022-06-14,台中市,龍井區,F,0,65~69,1,66000,66000250
19CoV,2022-06-15,基隆市,七堵區,F,0,70+,1,10017,10017020
19CoV,2022-06-15,新北市,三峽區,M,0,70+,1,65000,65000090
19CoV,2022-06-15,高雄市,三民區,F,0,55~59,1,64000,64000052
19CoV,2022-06-15,高雄市,三民區,F,0,55~59,1,64000,64000050
19CoV,2022-06-15,高雄市,三民區,F,0,55~59,1,64000,64000051
19CoV,2022-06-15,苗栗縣,三義鄉,M,0,70+,1,10005,10005130
19CoV,2022-06-15,台南市,下營區,F,0,70+,1,67000,67000080
19CoV,2022-06-15,新北市,中和區,F,0,70+,1,65000,65000030
19CoV,2022-06-15,新北市,中和區,M,0,70+,1,65000,65000030
19CoV,2022-06-15,桃園市,中壢區,F,0,55~59,1,68000,68000020
19CoV,2022-06-15,桃園市,中壢區,M,0,55~59,1,68000,68000020
19CoV,2022-06-15,台北市,中山區,M,0,50~54,1,63000,63000040
19CoV,2022-06-15,台北市,中山區,F,0,70+,1,63000,63000040
19CoV,2022-06-15,台北市,中山區,M,0,70+,1,63000,63000040
19CoV,2022-06-15,台南市,中西區,M,0,55~59,1,67000,67000370
19CoV,2022-06-15,新北市,五股區,M,0,65~69,1,65000,65000150
19CoV,2022-06-15,台南市,仁德區,F,0,70+,1,67000,67000270
19CoV,2022-06-15,基隆市,信義區,F,0,70+,3,10017,10017070
19CoV,2022-06-15,基隆市,信義區,M,0,70+,1,10017,10017070
19CoV,2022-06-15,南投縣,信義鄉,M,0,55~59,1,10008,10008120
19CoV,2022-06-15,雲林縣,元長鄉,M,0,65~69,1,10009,10009170
19CoV,2022-06-15,桃園市,八德區,M,0,55~59,1,68000,68000080
19CoV,2022-06-15,台中市,北屯區,F,0,60~64,1,66000,66000080
19CoV,2022-06-15,台中市,北屯區,M,0,70+,1,66000,66000080
19CoV,2022-06-15,台北市,北投區,F,0,60~64,1,63000,63000120
19CoV,2022-06-15,台北市,北投區,F,0,70+,1,63000,63000120
19CoV,2022-06-15,雲林縣,北港鎮,M,0,65~69,1,10009,10009060
19CoV,2022-06-15,苗栗縣,卓蘭鎮,M,0,70+,1,10005,10005070
19CoV,2022-06-15,苗栗縣,南庄鄉,M,0,60~64,1,10005,10005110
19CoV,2022-06-15,南投縣,南投市,M,0,65~69,1,10008,10008010
19CoV,2022-06-15,南投縣,南投市,M,0,70+,2,10008,10008010
19CoV,2022-06-15,台北市,南港區,F,0,70+,1,63000,63000090
19CoV,2022-06-15,花蓮縣,吉安鄉,M,0,70+,1,10015,10015050
19CoV,2022-06-15,宜蘭縣,員山鄉,M,0,55~59,1,10002,10002070
19CoV,2022-06-15,宜蘭縣,員山鄉,M,0,70+,1,10002,10002070
19CoV,2022-06-15,彰化縣,員林市,M,0,65~69,1,10007,10007100
19CoV,2022-06-15,彰化縣,員林市,M,0,70+,1,10007,10007100
19CoV,2022-06-15,新北市,土城區,M,0,70+,1,65000,65000130
19CoV,2022-06-15,雲林縣,土庫鎮,F,0,70+,1,10009,10009050
19CoV,2022-06-15,彰化縣,埔心鄉,F,0,70+,1,10007,10007150
19CoV,2022-06-15,台北市,士林區,M,0,70+,1,63000,63000110
19CoV,2022-06-15,台北市,大同區,F,0,70+,1,63000,63000060
19CoV,2022-06-15,桃園市,大園區,F,0,65~69,1,68000,68000060
19CoV,2022-06-15,桃園市,大園區,M,0,65~69,1,68000,68000060
19CoV,2022-06-15,台中市,太平區,M,0,70+,1,66000,66000270
19CoV,2022-06-15,台南市,安南區,M,0,60~64,1,67000,67000350
19CoV,2022-06-15,基隆市,安樂區,F,0,60~64,1,10017,10017060
19CoV,2022-06-15,宜蘭縣,宜蘭市,F,0,70+,1,10002,10002010
19CoV,2022-06-15,高雄市,小港區,F,0,70+,1,64000,64000110
19CoV,2022-06-15,屏東縣,屏東市,M,0,70+,2,10013,10013010
19CoV,2022-06-15,高雄市,岡山區,M,0,70+,1,64000,64000190
19CoV,2022-06-15,屏東縣,崁頂鄉,F,0,65~69,1,10013,10013180
19CoV,2022-06-15,屏東縣,崁頂鄉,M,0,70+,1,10013,10013180
19CoV,2022-06-15,桃園市,平鎮區,M,0,70+,1,68000,68000100
19CoV,2022-06-15,彰化縣,彰化市,F,0,70+,3,10007,10007010
19CoV,2022-06-15,雲林縣,斗六市,M,0,70+,3,10009,10009010
19CoV,2022-06-15,台南市,新化區,F,0,70+,1,67000,67000180
19CoV,2022-06-15,桃園市,新屋區,M,0,50~54,1,68000,68000110
19CoV,2022-06-15,新北市,新店區,M,0,70+,2,65000,65000060
19CoV,2022-06-15,台南市,新營區,F,0,65~69,1,67000,67000010
19CoV,2022-06-15,高雄市,新興區,F,0,70+,1,64000,64000060
19CoV,2022-06-15,高雄市,新興區,M,0,70+,1,64000,64000060
19CoV,2022-06-15,新北市,新莊區,M,0,70+,2,65000,65000050
19CoV,2022-06-15,嘉義縣,朴子市,M,0,70+,1,10010,10010020
19CoV,2022-06-15,嘉義市,東區,M,0,60~64,1,10020,10020010
19CoV,2022-06-15,嘉義市,東區,F,0,70+,1,10020,10020010
19CoV,2022-06-15,台中市,東區,M,0,70+,1,66000,66000020
19CoV,2022-06-15,台中市,東勢區,M,0,70+,1,66000,66000100
19CoV,2022-06-15,屏東縣,東港鎮,M,0,70+,1,10013,10013030
19CoV,2022-06-15,新北市,板橋區,M,0,60~64,1,65000,65000010
19CoV,2022-06-15,新北市,板橋區,F,0,70+,1,65000,65000010
19CoV,2022-06-15,新北市,板橋區,M,0,70+,2,65000,65000010
19CoV,2022-06-15,屏東縣,枋寮鄉,F,0,70+,1,10013,10013160
19CoV,2022-06-15,高雄市,林園區,F,0,70+,1,64000,64000130
19CoV,2022-06-15,台中市,梧棲區,M,0,70+,1,66000,66000140
19CoV,2022-06-15,高雄市,楠梓區,F,0,70+,2,64000,64000040
19CoV,2022-06-15,台南市,歸仁區,M,0,70+,2,67000,67000280
19CoV,2022-06-15,嘉義縣,民雄鄉,M,0,70+,1,10010,10010050
19CoV,2022-06-15,新北市,汐止區,M,0,70+,1,65000,65000110
19CoV,2022-06-15,台中市,沙鹿區,F,0,70+,1,66000,66000130
19CoV,2022-06-15,台中市,清水區,F,0,70+,2,66000,66000120
19CoV,2022-06-15,新竹縣,湖口鄉,F,0,70+,1,10004,10004050
